Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PH,PD,PA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA
Russia,Premier League,2014/2015,02/12/2014,16:00,CSKA Moscow,Amkar,2,1,H,1.22,6.61,19.13,1.25,7.3,23,1.19,6.26,14.59
Russia,Premier League,2014/2015,03/12/2014,14:45,Rubin Kazan,Zenit,0,1,A,3.06,3.24,2.56,3.3,3.3,2.57,2.99,3.13,2.38
Russia,Premier League,2014/2015,03/12/2014,16:00,Lokomotiv Moscow,Ural,1,0,H,1.53,4.16,7.5,1.54,4.3,7.7,1.49,3.99,6.59
Russia,Premier League,2014/2015,03/12/2014,17:00,Akhmat Grozny,T. Moscow,0,1,A,1.47,4.42,8.38,1.49,4.75,9.7,1.42,4.15,7.69
Russia,Premier League,2014/2015,03/12/2014,17:00,Kuban,Krasnodar,1,1,D,2.85,3.18,2.78,2.98,3.2,2.8,2.73,3.03,2.65
Russia,Premier League,2014/2015,04/12/2014,14:45,M. Saransk,Dynamo Moscow,0,1,A,5.06,3.74,1.79,6.2,3.8,1.83,4.81,3.53,1.72
Russia,Premier League,2014/2015,04/12/2014,16:45,Spartak Moscow,FK Rostov,1,1,D,1.5,4.63,7.16,1.5,4.9,10,1.45,4.24,6.93
Russia,Premier League,2014/2015,06/12/2014,13:45,Zenit,Krasnodar,4,0,H,1.63,3.81,6.74,1.7,4,8,1.61,3.62,5.82
Russia,Premier League,2014/2015,06/12/2014,16:00,Kuban,CSKA Moscow,0,1,A,3.21,3.26,2.46,3.5,3.45,2.46,3.14,3.17,2.27
Russia,Premier League,2014/2015,07/12/2014,10:30,Akhmat Grozny,Lokomotiv Moscow,0,0,D,2.8,3.14,2.85,2.96,3.2,3.1,2.61,3.02,2.79
Russia,Premier League,2014/2015,07/12/2014,13:00,Dynamo Moscow,Amkar,5,0,H,1.28,5.8,13.5,1.29,6.9,16,1.25,5.47,11.13
Russia,Premier League,2014/2015,08/12/2014,14:00,M. Saransk,Rubin Kazan,0,1,A,3.75,3.46,2.13,4,3.46,2.15,3.58,3.18,2.07
Russia,Premier League,2014/2015,08/12/2014,14:00,T. Moscow,Ufa,2,2,D,2.36,3.11,3.58,2.39,3.4,3.65,2.25,3.02,3.33
Russia,Premier League,2014/2015,08/12/2014,16:00,FK Rostov,Arsenal Tula,0,1,A,2.02,3.34,4.37,2.07,3.55,4.37,1.97,3.21,3.88
Russia,Premier League,2014/2015,08/12/2014,17:00,Spartak Moscow,Ural,2,0,H,1.58,4.03,6.85,1.58,4.4,7.8,1.52,3.95,6.19
Russia,Premier League,2014/2015,07/03/2015,13:00,Akhmat Grozny,CSKA Moscow,1,2,A,3.29,3.09,2.52,3.45,3.25,2.52,3.17,3.04,2.34
Russia,Premier League,2014/2015,07/03/2015,16:00,Zenit,Ural,3,0,H,1.22,6.8,17.92,1.23,7.2,21,1.2,6.07,14.57
Russia,Premier League,2014/2015,08/03/2015,10:30,Spartak Moscow,Krasnodar,1,3,A,2.37,3.31,3.31,2.44,3.4,3.36,2.26,3.17,3.18
Russia,Premier League,2014/2015,08/03/2015,13:00,Dynamo Moscow,Ufa,3,1,H,1.34,5.12,12.15,1.35,5.5,12.56,1.33,4.69,9.74
Russia,Premier League,2014/2015,08/03/2015,15:30,FK Rostov,Lokomotiv Moscow,0,1,A,3.41,3.28,2.35,3.8,3.3,2.36,3.44,3.13,2.17
Russia,Premier League,2014/2015,09/03/2015,10:00,Amkar,T. Moscow,0,0,D,2.6,3.1,3.15,2.66,3.2,3.3,2.44,2.99,3.06
Russia,Premier League,2014/2015,09/03/2015,12:30,Rubin Kazan,Arsenal Tula,1,0,H,1.47,4.24,9.09,1.49,4.8,10.5,1.43,4.1,7.79
Russia,Premier League,2014/2015,09/03/2015,15:00,Kuban,M. Saransk,0,0,D,1.51,4.07,8.58,1.57,4.3,8.83,1.49,3.82,7.27
Russia,Premier League,2014/2015,13/03/2015,16:00,Krasnodar,Ural,1,1,D,1.42,4.72,9.25,1.45,5.2,12,1.4,4.26,8.33
Russia,Premier League,2014/2015,14/03/2015,10:00,Ufa,Amkar,1,1,D,2.52,3.11,3.27,2.6,3.25,3.45,2.43,2.99,3.07
Russia,Premier League,2014/2015,14/03/2015,13:00,CSKA Moscow,M. Saransk,4,0,H,1.31,5.47,12.73,1.4,6.2,16,1.3,4.93,10.62
Russia,Premier League,2014/2015,14/03/2015,16:00,Lokomotiv Moscow,Arsenal Tula,0,1,A,1.51,4.09,8.34,1.52,4.55,9.2,1.46,3.89,7.78
Russia,Premier League,2014/2015,15/03/2015,10:30,Spartak Moscow,Dynamo Moscow,1,0,H,2.89,3.44,2.58,3.25,3.45,2.62,2.78,3.24,2.48
Russia,Premier League,2014/2015,15/03/2015,13:00,T. Moscow,Zenit,1,1,D,8.58,4.62,1.44,13,5.1,1.44,8.05,4.27,1.4
Russia,Premier League,2014/2015,15/03/2015,15:30,Rubin Kazan,Akhmat Grozny,2,1,H,2.32,3.04,3.75,2.32,3.13,4,2.21,3.03,3.46
Russia,Premier League,2014/2015,16/03/2015,16:00,FK Rostov,Kuban,2,1,H,3.68,3.15,2.29,3.75,3.2,2.56,3.4,2.99,2.26
Russia,Premier League,2014/2015,20/03/2015,14:00,Ufa,Krasnodar,0,2,A,4.68,3.52,1.9,5.9,3.6,1.9,4.67,3.29,1.8
Russia,Premier League,2014/2015,21/03/2015,09:00,Ural,Amkar,1,0,H,2.32,3.14,3.64,2.32,3.2,3.85,2.18,3.05,3.5
Russia,Premier League,2014/2015,21/03/2015,11:15,Arsenal Tula,CSKA Moscow,1,4,A,35.64,12.71,1.09,45.1,12.71,1.13,26.65,9.88,1.08
Russia,Premier League,2014/2015,21/03/2015,11:15,Rubin Kazan,FK Rostov,2,0,H,1.82,3.59,5.08,1.88,3.6,5.97,1.72,3.42,5.05
Russia,Premier League,2014/2015,21/03/2015,16:00,T. Moscow,Spartak Moscow,0,1,A,5.99,4.06,1.63,7.3,4.25,1.64,5.8,3.77,1.58
Russia,Premier League,2014/2015,22/03/2015,10:30,Dynamo Moscow,Zenit,0,1,A,2.96,3.27,2.63,3.45,3.3,2.68,2.94,3.15,2.41
Russia,Premier League,2014/2015,22/03/2015,13:00,M. Saransk,Lokomotiv Moscow,0,0,D,4.23,3.23,2.09,4.4,3.25,2.14,3.94,3.1,2.02
Russia,Premier League,2014/2015,22/03/2015,15:30,Kuban,Akhmat Grozny,1,0,H,2.23,3.13,3.89,2.28,3.25,3.95,2.15,3.03,3.59
Russia,Premier League,2014/2015,04/04/2015,10:00,Amkar,Rubin Kazan,0,3,A,4.73,3.19,2.01,5.1,3.3,2.01,4.29,3.11,1.94
Russia,Premier League,2014/2015,04/04/2015,12:15,Dynamo Moscow,Lokomotiv Moscow,2,2,D,1.93,3.49,4.56,1.94,3.6,5.1,1.86,3.36,4.22
Russia,Premier League,2014/2015,04/04/2015,14:45,Krasnodar,M. Saransk,4,0,H,1.42,4.64,9.5,1.42,5.1,13,1.39,4.35,8.46
Russia,Premier League,2014/2015,04/04/2015,17:00,Spartak Moscow,Kuban,1,1,D,2.43,3.26,3.25,2.44,3.35,3.75,2.28,3.11,3.21
Russia,Premier League,2014/2015,05/04/2015,11:30,Zenit,CSKA Moscow,2,1,H,1.93,3.55,4.46,1.96,3.8,4.8,1.89,3.33,4.18
Russia,Premier League,2014/2015,05/04/2015,13:45,Ural,FK Rostov,0,1,A,2.42,3.02,3.56,2.74,3.12,3.56,2.42,2.97,3.1
Russia,Premier League,2014/2015,05/04/2015,16:00,Ufa,Akhmat Grozny,0,1,A,3.89,3.21,2.19,4.25,3.3,2.2,3.59,3.05,2.14
Russia,Premier League,2014/2015,05/04/2015,18:15,Arsenal Tula,T. Moscow,1,3,A,2.43,3.08,3.48,2.68,3.1,3.49,2.36,2.96,3.21
Russia,Premier League,2014/2015,07/04/2015,15:45,M. Saransk,Amkar,1,0,H,2.3,3.09,3.77,2.3,3.2,4.15,2.21,3,3.48
Russia,Premier League,2014/2015,07/04/2015,18:00,Rubin Kazan,Krasnodar,1,2,A,2.21,3.21,3.83,2.4,3.21,4,2.19,3.07,3.44
Russia,Premier League,2014/2015,08/04/2015,15:45,Akhmat Grozny,Zenit,1,2,A,4.62,3.25,2,5.1,3.6,2.02,4.41,3.25,1.86
Russia,Premier League,2014/2015,08/04/2015,17:00,Kuban,Ural,0,2,A,1.48,4.25,8.8,1.55,4.4,10.5,1.47,3.88,7.53
Russia,Premier League,2014/2015,08/04/2015,18:00,Lokomotiv Moscow,T. Moscow,2,0,H,1.57,4.02,7.09,1.57,4.02,8,1.52,3.74,6.71
Russia,Premier League,2014/2015,08/04/2015,18:30,CSKA Moscow,Dynamo Moscow,1,2,A,2.13,3.57,3.62,2.24,3.57,3.8,2.05,3.33,3.5
Russia,Premier League,2014/2015,09/04/2015,15:45,Arsenal Tula,Spartak Moscow,1,0,H,4.19,3.48,2.01,6.3,3.76,2.02,4.41,3.4,1.83
Russia,Premier League,2014/2015,09/04/2015,18:00,FK Rostov,Ufa,2,0,H,2.07,3.24,4.28,2.25,3.4,4.6,1.99,3.13,3.97
Russia,Premier League,2014/2015,11/04/2015,17:00,Krasnodar,Kuban,3,2,H,2.1,3.37,3.99,2.15,3.55,4.65,2.03,3.21,3.72
Russia,Premier League,2014/2015,12/04/2015,11:30,Zenit,Rubin Kazan,1,1,D,1.63,3.88,6.61,1.63,4.25,7.2,1.55,3.73,6.26
Russia,Premier League,2014/2015,12/04/2015,14:00,Ufa,Arsenal Tula,0,1,A,2.64,3.07,3.12,2.69,3.2,3.31,2.44,2.96,3.07
Russia,Premier League,2014/2015,12/04/2015,16:30,Dynamo Moscow,M. Saransk,2,1,H,1.29,5.61,13.7,1.3,6.3,15,1.27,5.28,10.9
Russia,Premier League,2014/2015,13/04/2015,13:00,Ural,Lokomotiv Moscow,2,0,H,5.34,3.31,1.88,6.1,3.4,1.9,4.84,3.17,1.82
Russia,Premier League,2014/2015,13/04/2015,15:15,Amkar,CSKA Moscow,1,0,H,6.04,4.24,1.61,11.5,5,1.65,6.98,3.96,1.5
Russia,Premier League,2014/2015,13/04/2015,16:00,T. Moscow,Akhmat Grozny,0,0,D,3.34,3.17,2.44,3.55,3.2,2.53,3.29,3,2.3
Russia,Premier League,2014/2015,13/04/2015,17:30,FK Rostov,Spartak Moscow,2,1,H,2.72,3.19,2.91,3.02,3.25,2.91,2.7,3.05,2.67
Russia,Premier League,2014/2015,18/04/2015,11:00,Ufa,Lokomotiv Moscow,1,0,H,4.64,3.17,2.02,5.1,3.4,2.03,4.24,3.11,1.94
Russia,Premier League,2014/2015,18/04/2015,14:00,M. Saransk,Spartak Moscow,1,3,A,2.97,3.29,2.6,3.25,3.35,2.6,2.92,3.09,2.47
Russia,Premier League,2014/2015,18/04/2015,17:00,Rubin Kazan,Ural,2,1,H,1.61,3.86,6.85,1.62,4.1,7.5,1.57,3.63,6.29
Russia,Premier League,2014/2015,19/04/2015,11:30,CSKA Moscow,Krasnodar,1,1,D,2,3.54,4.14,2.06,3.6,4.26,1.95,3.36,3.82
Russia,Premier League,2014/2015,19/04/2015,14:00,Akhmat Grozny,Dynamo Moscow,0,0,D,2.95,3.25,2.64,3.18,3.3,2.65,2.88,3.13,2.46
Russia,Premier League,2014/2015,19/04/2015,16:30,Kuban,Zenit,0,0,D,3.54,3.29,2.28,3.9,3.45,2.32,3.37,3.15,2.18
Russia,Premier League,2014/2015,20/04/2015,15:00,Amkar,Arsenal Tula,0,1,A,2.22,3.09,3.99,2.51,3.2,4.02,2.23,2.98,3.45
Russia,Premier League,2014/2015,20/04/2015,17:30,FK Rostov,T. Moscow,1,0,H,1.76,3.38,6.2,1.85,3.78,6.9,1.76,3.26,5.11
Russia,Premier League,2014/2015,24/04/2015,11:00,Ufa,Kuban,3,2,H,4.06,3.04,2.19,4.06,3.3,2.2,3.77,3.02,2.1
Russia,Premier League,2014/2015,24/04/2015,17:00,M. Saransk,Ural,2,1,H,2.55,3.2,3.12,2.6,3.2,3.25,2.43,2.97,3.07
Russia,Premier League,2014/2015,25/04/2015,11:00,Amkar,Akhmat Grozny,2,1,H,3.31,3.03,2.56,3.65,3.2,2.56,3.17,2.93,2.41
Russia,Premier League,2014/2015,25/04/2015,14:00,T. Moscow,CSKA Moscow,0,2,A,9.57,4.4,1.44,11.5,5.6,1.45,8.06,4.23,1.41
Russia,Premier League,2014/2015,25/04/2015,17:00,Krasnodar,Lokomotiv Moscow,1,0,H,1.73,3.65,5.77,1.85,3.8,5.9,1.73,3.46,4.94
Russia,Premier League,2014/2015,26/04/2015,11:30,Spartak Moscow,Rubin Kazan,1,0,H,2.87,3.23,2.73,2.88,3.3,3.13,2.64,3.09,2.7
Russia,Premier League,2014/2015,26/04/2015,14:00,FK Rostov,Dynamo Moscow,2,2,D,3.41,3.36,2.29,4.65,3.36,2.33,3.34,3.18,2.18
Russia,Premier League,2014/2015,26/04/2015,16:30,Zenit,Arsenal Tula,1,0,H,1.21,6.81,19.82,1.22,8.4,23,1.2,6.16,13.95
Russia,Premier League,2014/2015,30/04/2015,15:00,Amkar,Dynamo Moscow,2,0,H,5.51,3.74,1.74,6.9,3.95,1.8,4.94,3.48,1.72
Russia,Premier League,2014/2015,02/05/2015,11:30,Spartak Moscow,Zenit,1,1,D,4.95,3.5,1.86,5.2,3.7,1.97,4.31,3.36,1.85
Russia,Premier League,2014/2015,02/05/2015,17:00,FK Rostov,Akhmat Grozny,0,1,A,2.3,3.05,3.8,2.36,3.2,3.8,2.25,2.96,3.43
Russia,Premier League,2014/2015,03/05/2015,11:30,Kuban,Dynamo Moscow,1,2,A,2.83,3.37,2.67,3.04,3.37,2.81,2.66,3.1,2.66
Russia,Premier League,2014/2015,03/05/2015,14:00,Amkar,Lokomotiv Moscow,1,1,D,3.07,3.09,2.67,3.1,3.25,2.72,2.95,2.98,2.51
Russia,Premier League,2014/2015,03/05/2015,16:30,T. Moscow,Rubin Kazan,2,2,D,4.9,3.32,1.93,5.3,3.55,1.97,4.56,3.28,1.82
Russia,Premier League,2014/2015,04/05/2015,11:00,Ufa,M. Saransk,1,2,A,2.26,3.24,3.65,2.38,3.25,3.82,2.22,3.02,3.42
Russia,Premier League,2014/2015,04/05/2015,13:30,Arsenal Tula,Krasnodar,0,3,A,7.64,4.31,1.51,8.8,4.6,1.55,6.71,3.94,1.5
Russia,Premier League,2014/2015,04/05/2015,16:00,CSKA Moscow,Ural,3,1,H,1.33,5.12,12.5,1.36,5.7,15,1.3,4.87,10.47
Russia,Premier League,2014/2015,08/05/2015,14:30,Ural,Ufa,1,1,D,2.54,3.13,3.22,2.54,3.3,3.6,2.34,3.02,3.15
Russia,Premier League,2014/2015,08/05/2015,17:00,Rubin Kazan,Kuban,1,0,H,1.65,3.83,6.22,1.7,3.9,6.7,1.61,3.58,5.76
Russia,Premier League,2014/2015,10/05/2015,11:30,Lokomotiv Moscow,CSKA Moscow,1,3,A,3.74,3.32,2.19,4.1,3.45,2.21,3.59,3.19,2.07
Russia,Premier League,2014/2015,10/05/2015,14:00,Dynamo Moscow,T. Moscow,0,0,D,1.35,5.27,10.67,1.35,5.6,13,1.31,4.86,9.49
Russia,Premier League,2014/2015,10/05/2015,16:30,Zenit,FK Rostov,3,0,H,1.32,5.65,10.95,1.32,6.1,14.5,1.28,5.14,10.51
Russia,Premier League,2014/2015,11/05/2015,11:30,Akhmat Grozny,Spartak Moscow,4,2,H,2.65,3.23,2.96,2.76,3.3,2.96,2.55,3.08,2.77
Russia,Premier League,2014/2015,11/05/2015,14:00,M. Saransk,Arsenal Tula,1,0,H,2.42,3.28,3.28,2.43,3.28,3.52,2.33,3.06,3.13
Russia,Premier League,2014/2015,11/05/2015,16:30,Krasnodar,Amkar,1,1,D,1.39,4.92,9.82,1.4,5.2,13,1.36,4.45,8.86
Russia,Premier League,2014/2015,15/05/2015,17:00,M. Saransk,FK Rostov,0,0,D,4.04,3.42,2.07,4.5,3.62,2.1,3.76,3.26,2
Russia,Premier League,2014/2015,16/05/2015,12:00,Amkar,Kuban,1,0,H,1.9,3.55,4.62,1.93,3.6,5.2,1.86,3.32,4.3
Russia,Premier League,2014/2015,16/05/2015,14:30,Arsenal Tula,Akhmat Grozny,1,1,D,2.55,3.18,3.14,2.55,3.26,3.18,2.44,3.06,2.95
Russia,Premier League,2014/2015,16/05/2015,17:00,Lokomotiv Moscow,Rubin Kazan,3,0,H,3.46,3.26,2.34,3.5,3.26,2.4,3.24,3.07,2.28
Russia,Premier League,2014/2015,17/05/2015,11:30,Spartak Moscow,CSKA Moscow,0,4,A,3.92,3.53,2.07,4.5,3.78,2.1,3.62,3.33,2.02
Russia,Premier League,2014/2015,17/05/2015,14:00,Ufa,Zenit,1,1,D,11.4,6.75,1.27,17.5,6.9,1.27,11.77,5.61,1.24
Russia,Premier League,2014/2015,17/05/2015,16:30,Krasnodar,T. Moscow,2,2,D,1.41,4.7,9.76,1.42,5.1,11.5,1.36,4.46,8.92
Russia,Premier League,2014/2015,18/05/2015,15:00,Ural,Dynamo Moscow,2,1,H,5.15,4.01,1.71,5.7,4.01,1.76,4.83,3.6,1.71
Russia,Premier League,2014/2015,23/05/2015,11:00,Amkar,Zenit,1,0,H,3.13,3.57,2.36,3.29,3.57,2.55,2.95,3.25,2.35
Russia,Premier League,2014/2015,23/05/2015,13:30,T. Moscow,Ural,3,1,H,2.57,3.33,2.99,2.91,3.33,2.99,2.56,3.12,2.78
Russia,Premier League,2014/2015,23/05/2015,16:00,Spartak Moscow,Ufa,1,2,A,1.79,3.84,4.9,1.79,4.05,6,1.7,3.61,4.89
Russia,Premier League,2014/2015,24/05/2015,11:30,Krasnodar,FK Rostov,2,1,H,1.78,3.93,4.83,1.78,4.2,5.5,1.71,3.64,4.68
Russia,Premier League,2014/2015,24/05/2015,14:00,M. Saransk,Akhmat Grozny,1,0,H,3.46,3.31,2.3,3.62,3.4,2.33,3.3,3.16,2.21
Russia,Premier League,2014/2015,24/05/2015,16:30,Dynamo Moscow,Arsenal Tula,2,2,D,1.49,4.98,6.64,1.52,5,8.5,1.45,4.48,6.28
Russia,Premier League,2014/2015,25/05/2015,16:30,Lokomotiv Moscow,Kuban,1,1,D,2.02,3.44,4.19,2.08,3.78,4.19,1.98,3.29,3.81
Russia,Premier League,2014/2015,25/05/2015,18:45,CSKA Moscow,Rubin Kazan,3,0,H,1.54,4.28,6.99,1.55,4.95,8.1,1.5,4.03,6.61
Russia,Premier League,2014/2015,30/05/2015,11:30,Akhmat Grozny,Ural,1,3,A,2.58,3.71,2.7,3,3.8,2.82,2.57,3.41,2.56
Russia,Premier League,2014/2015,30/05/2015,11:30,Dynamo Moscow,Krasnodar,1,1,D,2.76,3.65,2.58,2.85,3.65,2.6,2.64,3.38,2.51
Russia,Premier League,2014/2015,30/05/2015,11:30,FK Rostov,CSKA Moscow,1,1,D,5.36,4.21,1.66,6.4,4.4,1.67,5.31,3.92,1.59
Russia,Premier League,2014/2015,30/05/2015,11:30,Kuban,Arsenal Tula,5,1,H,3.2,3.88,2.21,3.55,3.88,2.21,3.25,3.47,2.1
Russia,Premier League,2014/2015,30/05/2015,11:30,Spartak Moscow,Amkar,3,3,D,1.88,3.86,4.32,1.9,4,4.4,1.83,3.58,4.05
Russia,Premier League,2014/2015,30/05/2015,11:30,T. Moscow,M. Saransk,2,0,H,1.37,5.18,9.86,1.45,5.18,9.86,1.37,4.61,7.87
Russia,Premier League,2014/2015,30/05/2015,11:30,Ufa,Rubin Kazan,1,1,D,3.68,3.6,2.1,3.68,3.65,2.38,3.37,3.33,2.11
Russia,Premier League,2014/2015,30/05/2015,11:30,Zenit,Lokomotiv Moscow,1,0,H,1.5,4.55,7.19,1.5,4.65,7.5,1.46,4.27,6.53
Russia,Premier League,2014/2015,03/06/2015,14:00,Tomsk,Ural,0,1,A,2.88,3.4,2.6,3.18,3.4,2.7,2.84,3.07,2.5
Russia,Premier League,2014/2015,03/06/2015,16:30,Tosno,FK Rostov,0,1,A,3.36,3.2,2.41,4,3.4,2.43,3.52,3.07,2.15
Russia,Premier League,2014/2015,07/06/2015,13:00,Ural,Tomsk,0,0,D,2.13,3.32,3.95,2.22,3.45,4.3,2.03,3.22,3.65
Russia,Premier League,2014/2015,07/06/2015,17:00,FK Rostov,Tosno,4,1,H,1.55,4.01,7.73,1.6,4.55,7.73,1.53,3.74,6.48
Russia,Premier League,2015/2016,17/07/2015,17:00,Spartak Moscow,Ufa,2,2,D,1.42,4.8,8.75,1.5,5.1,8.75,1.44,4.27,6.97
Russia,Premier League,2015/2016,18/07/2015,16:30,CSKA Moscow,Rubin Kazan,1,0,H,1.61,4.06,6.44,1.61,4.25,7.6,1.56,3.81,5.98
Russia,Premier League,2015/2016,18/07/2015,19:00,FK Rostov,Akhmat Grozny,1,1,D,2.53,3.16,3.2,2.6,3.3,3.62,2.46,3.03,2.97
Russia,Premier League,2015/2016,19/07/2015,11:30,Zenit,Dynamo Moscow,2,1,H,1.7,3.95,5.46,1.7,4.2,5.9,1.64,3.75,5.11
Russia,Premier League,2015/2016,19/07/2015,16:00,M. Saransk,Lokomotiv Moscow,0,1,A,4.22,3.3,2.06,4.85,3.5,2.11,3.79,3.2,2.03
Russia,Premier League,2015/2016,19/07/2015,19:00,FK Anzi Makhackala,FK Krylya Sovetov Samara,0,1,A,1.97,3.39,4.49,2.02,3.46,5.3,1.87,3.27,4.37
Russia,Premier League,2015/2016,20/07/2015,15:00,Amkar,Krasnodar,0,1,A,4,3.5,2.04,4.65,3.5,2.07,3.85,3.3,1.97
Russia,Premier League,2015/2016,20/07/2015,18:00,Kuban,Ural,0,2,A,1.72,3.75,5.57,1.77,3.92,6.5,1.71,3.51,5.02
Russia,Premier League,2015/2016,24/07/2015,17:00,FK Krylya Sovetov Samara,CSKA Moscow,0,2,A,7.43,3.89,1.58,7.9,4.33,1.6,6.52,3.8,1.53
Russia,Premier League,2015/2016,25/07/2015,14:00,Ufa,FK Rostov,1,2,A,3,3.27,2.57,3.42,3.27,2.62,2.96,3.04,2.47
Russia,Premier League,2015/2016,25/07/2015,16:30,Dynamo Moscow,M. Saransk,2,2,D,1.31,5.64,11.79,1.4,5.7,14.5,1.31,4.93,9.83
Russia,Premier League,2015/2016,25/07/2015,19:00,Akhmat Grozny,Kuban,1,1,D,2.03,3.22,4.49,2.2,3.3,4.49,2.03,3.13,3.85
Russia,Premier League,2015/2016,26/07/2015,11:30,Ural,Zenit,1,4,A,6.45,4.12,1.6,7,4.2,1.64,6.07,3.82,1.56
Russia,Premier League,2015/2016,26/07/2015,15:00,Rubin Kazan,Amkar,0,2,A,1.71,3.77,5.71,1.76,3.8,6.8,1.66,3.52,5.47
Russia,Premier League,2015/2016,26/07/2015,18:00,Krasnodar,Spartak Moscow,0,1,A,1.91,3.94,4.06,2.07,3.94,4.06,1.91,3.6,3.72
Russia,Premier League,2015/2016,27/07/2015,18:00,FK Anzi Makhackala,Lokomotiv Moscow,1,3,A,2.96,3.11,2.74,3.16,3.2,2.79,2.9,2.97,2.55
Russia,Premier League,2015/2016,31/07/2015,18:00,Kuban,Ufa,1,1,D,2,3.34,4.45,2.01,3.6,4.9,1.9,3.21,4.29
Russia,Premier League,2015/2016,01/08/2015,12:00,Amkar,FK Krylya Sovetov Samara,1,0,H,2.17,3.2,3.96,2.22,3.3,4,2.11,3.12,3.6
Russia,Premier League,2015/2016,01/08/2015,15:00,Zenit,Akhmat Grozny,3,0,H,1.37,4.83,11.58,1.4,5.8,11.58,1.36,4.54,8.86
Russia,Premier League,2015/2016,01/08/2015,17:30,CSKA Moscow,FK Anzi Makhackala,1,0,H,1.38,4.8,10.62,1.4,5.2,10.62,1.36,4.52,8.78
Russia,Premier League,2015/2016,02/08/2015,11:30,Lokomotiv Moscow,Dynamo Moscow,1,1,D,2.53,3.33,3.03,2.58,3.37,3.2,2.4,3.17,2.95
Russia,Premier League,2015/2016,02/08/2015,15:00,M. Saransk,Ural,1,1,D,2.8,3.14,2.86,2.81,3.2,2.96,2.63,3.02,2.77
Russia,Premier League,2015/2016,02/08/2015,18:00,FK Rostov,Krasnodar,0,0,D,3.36,3.37,2.32,3.64,3.37,2.35,3.22,3.18,2.25
Russia,Premier League,2015/2016,03/08/2015,17:00,Spartak Moscow,Rubin Kazan,1,0,H,1.69,3.87,5.64,1.8,4.33,5.7,1.7,3.65,4.9
Russia,Premier League,2015/2016,07/08/2015,17:00,Akhmat Grozny,M. Saransk,0,0,D,1.6,3.82,7.33,1.7,3.9,7.33,1.6,3.59,6.04
Russia,Premier League,2015/2016,08/08/2015,15:00,Ural,Lokomotiv Moscow,1,3,A,3.3,3.18,2.46,3.6,3.25,2.46,3.26,3.06,2.29
Russia,Premier League,2015/2016,08/08/2015,18:00,FK Anzi Makhackala,Dynamo Moscow,2,3,A,3.29,3.4,2.34,3.42,3.4,2.4,3.11,3.22,2.28
Russia,Premier League,2015/2016,09/08/2015,11:30,CSKA Moscow,Amkar,2,0,H,1.32,5.06,13.67,1.36,5.4,13.67,1.32,4.66,10.49
Russia,Premier League,2015/2016,09/08/2015,14:00,Ufa,Zenit,0,1,A,8.62,4.58,1.45,9.8,5.3,1.45,7.95,4.35,1.4
Russia,Premier League,2015/2016,09/08/2015,17:00,FK Krylya Sovetov Samara,Spartak Moscow,0,2,A,4.48,3.47,1.94,5.5,3.64,2,4.25,3.34,1.87
Russia,Premier League,2015/2016,10/08/2015,16:00,Rubin Kazan,FK Rostov,0,3,A,2.18,3.26,3.86,2.22,3.3,3.86,2.12,3.13,3.54
Russia,Premier League,2015/2016,10/08/2015,18:15,Krasnodar,Kuban,1,1,D,1.88,3.55,4.68,2.01,3.6,5.1,1.85,3.34,4.29
Russia,Premier League,2015/2016,14/08/2015,15:00,Amkar,FK Anzi Makhackala,1,1,D,2.38,3.27,3.34,2.52,3.29,3.4,2.27,3.11,3.23
Russia,Premier League,2015/2016,14/08/2015,19:30,Spartak Moscow,CSKA Moscow,1,2,A,3.36,3.42,2.3,3.36,3.42,2.44,3.11,3.24,2.27
Russia,Premier League,2015/2016,15/08/2015,14:30,Zenit,Krasnodar,0,2,A,1.55,4.19,7.09,1.6,4.33,7.9,1.51,3.88,6.55
Russia,Premier League,2015/2016,15/08/2015,19:30,Kuban,Rubin Kazan,0,1,A,2.22,3.26,3.73,2.27,3.4,3.74,2.14,3.15,3.49
Russia,Premier League,2015/2016,16/08/2015,11:30,Lokomotiv Moscow,Akhmat Grozny,0,0,D,1.74,3.61,5.76,1.75,3.75,6.5,1.69,3.45,5.25
Russia,Premier League,2015/2016,16/08/2015,15:00,Dynamo Moscow,Ural,1,0,H,1.92,3.6,4.42,2.08,3.7,5.11,1.82,3.45,4.36
Russia,Premier League,2015/2016,16/08/2015,18:00,FK Rostov,FK Krylya Sovetov Samara,1,1,D,1.78,3.55,5.46,1.81,3.9,5.7,1.73,3.4,5.01
Russia,Premier League,2015/2016,17/08/2015,17:00,M. Saransk,Ufa,0,1,A,3.53,2.99,2.45,3.53,3.2,2.74,3.15,2.95,2.41
Russia,Premier League,2015/2016,21/08/2015,18:00,Akhmat Grozny,Dynamo Moscow,1,1,D,2.55,3.18,3.14,2.56,3.35,3.25,2.44,3.06,2.99
Russia,Premier League,2015/2016,22/08/2015,13:00,Amkar,Spartak Moscow,1,3,A,4.88,3.5,1.87,5.6,3.6,1.95,4.38,3.31,1.85
Russia,Premier League,2015/2016,22/08/2015,16:00,CSKA Moscow,FK Rostov,2,1,H,1.53,4.37,6.9,1.58,4.37,7.2,1.51,3.97,6.5
Russia,Premier League,2015/2016,22/08/2015,18:30,FK Anzi Makhackala,Ural,1,1,D,2.38,3.08,3.56,2.38,3.22,3.75,2.27,3.02,3.34
